Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,031063,2009,08,18,0.0,,Y
IDCJAC0009,031063,2009,08,19,0.0,,Y
IDCJAC0009,031063,2009,08,20,1.4,1,Y
IDCJAC0009,031063,2009,08,21,0.0,,Y
IDCJAC0009,031063,2009,08,22,0.0,,Y
IDCJAC0009,031063,2009,08,23,0.0,,Y
IDCJAC0009,031063,2009,08,24,0.0,,Y
IDCJAC0009,031063,2009,08,25,0.0,,Y
IDCJAC0009,031063,2009,08,26,0.0,,Y
IDCJAC0009,031063,2009,08,27,0.0,,Y
IDCJAC0009,031063,2009,08,28,0.0,,Y
IDCJAC0009,031063,2009,08,29,0.0,,Y
IDCJAC0009,031063,2009,08,30,0.0,,Y
IDCJAC0009,031063,2009,08,31,0.0,,Y
IDCJAC0009,031063,2009,09,01,,,
IDCJAC0009,031063,2009,09,02,,,
IDCJAC0009,031063,2009,09,03,,,
IDCJAC0009,031063,2009,09,04,,,
IDCJAC0009,031063,2009,09,05,,,
IDCJAC0009,031063,2009,09,06,,,
IDCJAC0009,031063,2009,09,07,,,
IDCJAC0009,031063,2009,09,08,,,
IDCJAC0009,031063,2009,09,09,,,
IDCJAC0009,031063,2009,09,10,,,
IDCJAC0009,031063,2009,09,11,,,
IDCJAC0009,031063,2009,09,12,,,
IDCJAC0009,031063,2009,09,13,,,
IDCJAC0009,031063,2009,09,14,0.0,,Y
IDCJAC0009,031063,2009,09,15,0.0,,Y
IDCJAC0009,031063,2009,09,16,1.2,1,Y
IDCJAC0009,031063,2009,09,17,0.4,1,Y
IDCJAC0009,031063,2009,09,18,0.0,,Y
IDCJAC0009,031063,2009,09,19,1.2,1,Y
IDCJAC0009,031063,2009,09,20,0.0,,Y
IDCJAC0009,031063,2009,09,21,0.0,,Y
IDCJAC0009,031063,2009,09,22,0.0,,Y
IDCJAC0009,031063,2009,09,23,0.0,,Y
IDCJAC0009,031063,2009,09,24,0.0,,Y
IDCJAC0009,031063,2009,09,25,0.0,,Y
IDCJAC0009,031063,2009,09,26,0.0,,Y
IDCJAC0009,031063,2009,09,27,0.0,,Y
IDCJAC0009,031063,2009,09,28,0.0,,Y
IDCJAC0009,031063,2009,09,29,0.0,,Y
IDCJAC0009,031063,2009,09,30,0.0,,Y
IDCJAC0009,031063,2009,10,01,0.0,,Y
IDCJAC0009,031063,2009,10,02,0.0,,Y
IDCJAC0009,031063,2009,10,03,0.0,,Y
IDCJAC0009,031063,2009,10,04,0.0,,Y
IDCJAC0009,031063,2009,10,05,0.0,,Y
IDCJAC0009,031063,2009,10,06,0.0,,Y
IDCJAC0009,031063,2009,10,07,0.0,,Y
IDCJAC0009,031063,2009,10,08,0.0,,Y
IDCJAC0009,031063,2009,10,09,0.0,,Y
IDCJAC0009,031063,2009,10,10,0.0,,Y
IDCJAC0009,031063,2009,10,11,1.4,1,Y
IDCJAC0009,031063,2009,10,12,0.8,1,Y
IDCJAC0009,031063,2009,10,13,0.0,,Y
IDCJAC0009,031063,2009,10,14,0.0,,Y
IDCJAC0009,031063,2009,10,15,0.0,,Y
IDCJAC0009,031063,2009,10,16,0.0,,Y
IDCJAC0009,031063,2009,10,17,0.0,,Y
IDCJAC0009,031063,2009,10,18,0.0,,Y
IDCJAC0009,031063,2009,10,19,0.0,,Y
IDCJAC0009,031063,2009,10,20,31.8,1,Y
IDCJAC0009,031063,2009,10,21,4.4,1,Y
IDCJAC0009,031063,2009,10,22,0.0,,Y
IDCJAC0009,031063,2009,10,23,0.0,,Y
IDCJAC0009,031063,2009,10,24,1.6,1,Y
IDCJAC0009,031063,2009,10,25,0.4,1,Y
IDCJAC0009,031063,2009,10,26,0.0,,Y
IDCJAC0009,031063,2009,10,27,0.0,,Y
IDCJAC0009,031063,2009,10,28,1.8,1,Y
IDCJAC0009,031063,2009,10,29,9.8,1,Y
IDCJAC0009,031063,2009,10,30,7.2,1,Y
IDCJAC0009,031063,2009,10,31,1.8,1,Y
IDCJAC0009,031063,2009,11,01,0.8,1,Y
IDCJAC0009,031063,2009,11,02,2.8,1,Y
IDCJAC0009,031063,2009,11,03,0.8,1,Y
IDCJAC0009,031063,2009,11,04,0.0,,Y
IDCJAC0009,031063,2009,11,05,0.0,,Y
IDCJAC0009,031063,2009,11,06,0.0,,Y
IDCJAC0009,031063,2009,11,07,5.6,1,Y
IDCJAC0009,031063,2009,11,08,1.2,1,Y
IDCJAC0009,031063,2009,11,09,29.0,1,Y
IDCJAC0009,031063,2009,11,10,1.4,1,Y
IDCJAC0009,031063,2009,11,11,1.2,1,Y
IDCJAC0009,031063,2009,11,12,87.4,1,Y
IDCJAC0009,031063,2009,11,13,25.8,1,Y
IDCJAC0009,031063,2009,11,14,0.0,,Y
IDCJAC0009,031063,2009,11,15,0.0,,Y
IDCJAC0009,031063,2009,11,16,0.0,,Y
IDCJAC0009,031063,2009,11,17,0.0,,Y
IDCJAC0009,031063,2009,11,18,0.0,,Y
IDCJAC0009,031063,2009,11,19,0.0,,Y
IDCJAC0009,031063,2009,11,20,0.0,,Y
IDCJAC0009,031063,2009,11,21,3.2,1,Y
IDCJAC0009,031063,2009,11,22,14.6,1,Y
IDCJAC0009,031063,2009,11,23,0.0,,Y
IDCJAC0009,031063,2009,11,24,0.0,,Y
IDCJAC0009,031063,2009,11,25,1.0,1,Y
IDCJAC0009,031063,2009,11,26,120.0,1,Y
IDCJAC0009,031063,2009,11,27,0.0,,Y
IDCJAC0009,031063,2009,11,28,0.0,,Y
IDCJAC0009,031063,2009,11,29,0.0,,Y
IDCJAC0009,031063,2009,11,30,0.0,,Y
IDCJAC0009,031063,2009,12,01,0.0,,Y
IDCJAC0009,031063,2009,12,02,0.0,,Y
IDCJAC0009,031063,2009,12,03,0.0,,Y
IDCJAC0009,031063,2009,12,04,0.0,,Y
IDCJAC0009,031063,2009,12,05,2.0,1,Y
IDCJAC0009,031063,2009,12,06,0.0,,Y
IDCJAC0009,031063,2009,12,07,2.2,1,Y
IDCJAC0009,031063,2009,12,08,11.4,1,Y
IDCJAC0009,031063,2009,12,09,0.0,,Y
IDCJAC0009,031063,2009,12,10,3.0,1,Y
IDCJAC0009,031063,2009,12,11,18.4,1,Y
IDCJAC0009,031063,2009,12,12,0.0,,Y
IDCJAC0009,031063,2009,12,13,0.0,,Y
IDCJAC0009,031063,2009,12,14,0.0,,Y
IDCJAC0009,031063,2009,12,15,0.0,,Y
IDCJAC0009,031063,2009,12,16,7.8,1,Y
IDCJAC0009,031063,2009,12,17,11.8,1,Y
IDCJAC0009,031063,2009,12,18,0.0,,Y
IDCJAC0009,031063,2009,12,19,0.0,,Y
IDCJAC0009,031063,2009,12,20,0.0,,Y
IDCJAC0009,031063,2009,12,21,0.0,,Y
IDCJAC0009,031063,2009,12,22,0.0,,Y
IDCJAC0009,031063,2009,12,23,0.0,,Y
IDCJAC0009,031063,2009,12,24,0.0,,Y
IDCJAC0009,031063,2009,12,25,0.0,,Y
IDCJAC0009,031063,2009,12,26,0.0,,Y
IDCJAC0009,031063,2009,12,27,16.8,1,Y
IDCJAC0009,031063,2009,12,28,4.6,1,Y
IDCJAC0009,031063,2009,12,29,0.0,,Y
IDCJAC0009,031063,2009,12,30,6.2,1,Y
IDCJAC0009,031063,2009,12,31,12.2,1,Y
IDCJAC0009,031063,2010,01,01,84.6,1,Y
IDCJAC0009,031063,2010,01,02,31.2,1,Y
IDCJAC0009,031063,2010,01,03,6.8,1,Y
IDCJAC0009,031063,2010,01,04,0.0,,Y
IDCJAC0009,031063,2010,01,05,1.2,1,Y
IDCJAC0009,031063,2010,01,06,3.0,1,Y
IDCJAC0009,031063,2010,01,07,0.0,,Y
IDCJAC0009,031063,2010,01,08,0.0,,Y
IDCJAC0009,031063,2010,01,09,2.6,1,Y
IDCJAC0009,031063,2010,01,10,82.6,1,Y
IDCJAC0009,031063,2010,01,11,29.8,1,Y
IDCJAC0009,031063,2010,01,12,9.6,1,Y
IDCJAC0009,031063,2010,01,13,0.0,,Y
IDCJAC0009,031063,2010,01,14,0.0,,Y
IDCJAC0009,031063,2010,01,15,0.0,,Y
IDCJAC0009,031063,2010,01,16,0.0,,Y
IDCJAC0009,031063,2010,01,17,0.0,,Y
IDCJAC0009,031063,2010,01,18,7.0,1,Y
IDCJAC0009,031063,2010,01,19,0.0,,Y
IDCJAC0009,031063,2010,01,20,4.8,1,Y
IDCJAC0009,031063,2010,01,21,1.6,1,Y
IDCJAC0009,031063,2010,01,22,32.2,1,Y
IDCJAC0009,031063,2010,01,23,96.4,1,Y
IDCJAC0009,031063,2010,01,24,48.2,1,Y
IDCJAC0009,031063,2010,01,25,17.8,1,Y
IDCJAC0009,031063,2010,01,26,45.8,1,Y
IDCJAC0009,031063,2010,01,27,69.4,1,Y
IDCJAC0009,031063,2010,01,28,1.8,1,Y
IDCJAC0009,031063,2010,01,29,12.2,1,Y
IDCJAC0009,031063,2010,01,30,49.0,1,Y
IDCJAC0009,031063,2010,01,31,26.0,1,Y
IDCJAC0009,031063,2010,02,01,0.0,,Y
IDCJAC0009,031063,2010,02,02,0.0,,Y
IDCJAC0009,031063,2010,02,03,0.0,,Y
IDCJAC0009,031063,2010,02,04,0.8,1,Y
IDCJAC0009,031063,2010,02,05,0.0,,Y
IDCJAC0009,031063,2010,02,06,5.8,1,Y
IDCJAC0009,031063,2010,02,07,0.0,,Y
IDCJAC0009,031063,2010,02,08,3.2,1,Y
IDCJAC0009,031063,2010,02,09,0.0,,Y
IDCJAC0009,031063,2010,02,10,0.0,,Y
IDCJAC0009,031063,2010,02,11,0.0,,Y
IDCJAC0009,031063,2010,02,12,6.0,1,Y
IDCJAC0009,031063,2010,02,13,0.0,,Y
IDCJAC0009,031063,2010,02,14,10.8,1,Y
IDCJAC0009,031063,2010,02,15,0.0,,Y
IDCJAC0009,031063,2010,02,16,0.0,,Y
IDCJAC0009,031063,2010,02,17,11.6,1,Y
IDCJAC0009,031063,2010,02,18,1.0,1,Y
IDCJAC0009,031063,2010,02,19,8.2,1,Y
IDCJAC0009,031063,2010,02,20,6.4,1,Y
IDCJAC0009,031063,2010,02,21,29.6,1,Y
IDCJAC0009,031063,2010,02,22,19.6,1,Y
IDCJAC0009,031063,2010,02,23,53.8,1,Y
IDCJAC0009,031063,2010,02,24,28.8,1,Y
IDCJAC0009,031063,2010,02,25,0.8,1,Y
IDCJAC0009,031063,2010,02,26,12.6,1,Y
IDCJAC0009,031063,2010,02,27,24.8,1,Y
IDCJAC0009,031063,2010,02,28,0.8,1,Y
IDCJAC0009,031063,2010,03,01,6.8,1,Y
IDCJAC0009,031063,2010,03,02,2.4,1,Y
IDCJAC0009,031063,2010,03,03,0.0,,Y
IDCJAC0009,031063,2010,03,04,0.0,,Y
IDCJAC0009,031063,2010,03,05,0.0,,Y
IDCJAC0009,031063,2010,03,06,0.0,,Y
IDCJAC0009,031063,2010,03,07,0.0,,Y
IDCJAC0009,031063,2010,03,08,0.0,,Y
IDCJAC0009,031063,2010,03,09,0.0,,Y
IDCJAC0009,031063,2010,03,10,1.6,1,Y
IDCJAC0009,031063,2010,03,11,11.6,1,Y
IDCJAC0009,031063,2010,03,12,1.8,1,Y
IDCJAC0009,031063,2010,03,13,8.2,1,Y
IDCJAC0009,031063,2010,03,14,31.4,1,Y
IDCJAC0009,031063,2010,03,15,9.2,1,Y
IDCJAC0009,031063,2010,03,16,1.6,1,Y
IDCJAC0009,031063,2010,03,17,3.4,1,Y
IDCJAC0009,031063,2010,03,18,,,
IDCJAC0009,031063,2010,03,19,2.6,2,Y
IDCJAC0009,031063,2010,03,20,2.2,1,Y
IDCJAC0009,031063,2010,03,21,0.0,,Y
IDCJAC0009,031063,2010,03,22,8.2,1,Y
IDCJAC0009,031063,2010,03,23,27.6,1,Y
IDCJAC0009,031063,2010,03,24,6.2,1,Y
IDCJAC0009,031063,2010,03,25,2.8,1,Y
IDCJAC0009,031063,2010,03,26,122.4,1,Y
IDCJAC0009,031063,2010,03,27,63.2,1,Y
IDCJAC0009,031063,2010,03,28,73.0,1,Y
IDCJAC0009,031063,2010,03,29,23.6,1,Y
IDCJAC0009,031063,2010,03,30,45.4,1,Y
IDCJAC0009,031063,2010,03,31,9.6,1,Y
IDCJAC0009,031063,2010,04,01,,,
IDCJAC0009,031063,2010,04,02,,,
IDCJAC0009,031063,2010,04,03,,,
IDCJAC0009,031063,2010,04,04,,,
IDCJAC0009,031063,2010,04,05,,,
IDCJAC0009,031063,2010,04,06,253.2,6,Y
IDCJAC0009,031063,2010,04,07,,,
IDCJAC0009,031063,2010,04,08,16.2,2,Y
IDCJAC0009,031063,2010,04,09,0.0,,Y
IDCJAC0009,031063,2010,04,10,0.0,,Y
IDCJAC0009,031063,2010,04,11,0.0,,Y
IDCJAC0009,031063,2010,04,12,0.0,,Y
IDCJAC0009,031063,2010,04,13,0.0,,Y
IDCJAC0009,031063,2010,04,14,3.4,1,Y
IDCJAC0009,031063,2010,04,15,9.6,1,Y
IDCJAC0009,031063,2010,04,16,2.8,1,Y
IDCJAC0009,031063,2010,04,17,0.0,,Y
IDCJAC0009,031063,2010,04,18,13.4,1,Y
IDCJAC0009,031063,2010,04,19,17.6,1,Y
IDCJAC0009,031063,2010,04,20,0.0,,Y
IDCJAC0009,031063,2010,04,21,0.0,,Y
IDCJAC0009,031063,2010,04,22,0.0,,Y
IDCJAC0009,031063,2010,04,23,0.0,,Y
IDCJAC0009,031063,2010,04,24,16.2,1,Y
IDCJAC0009,031063,2010,04,25,4.4,1,Y
IDCJAC0009,031063,2010,04,26,0.0,,Y
IDCJAC0009,031063,2010,04,27,4.6,1,Y
IDCJAC0009,031063,2010,04,28,1.8,1,Y
IDCJAC0009,031063,2010,04,29,0.0,,Y
IDCJAC0009,031063,2010,04,30,0.0,,Y
IDCJAC0009,031063,2010,05,01,12.6,1,Y
IDCJAC0009,031063,2010,05,02,0.0,,Y
IDCJAC0009,031063,2010,05,03,6.4,1,Y
IDCJAC0009,031063,2010,05,04,7.2,1,Y
IDCJAC0009,031063,2010,05,05,3.4,1,Y
IDCJAC0009,031063,2010,05,06,0.0,,Y
IDCJAC0009,031063,2010,05,07,0.0,,Y
IDCJAC0009,031063,2010,05,08,4.6,1,Y
IDCJAC0009,031063,2010,05,09,0.0,,Y
IDCJAC0009,031063,2010,05,10,3.8,1,Y
IDCJAC0009,031063,2010,05,11,0.0,,Y
IDCJAC0009,031063,2010,05,12,0.0,,Y
IDCJAC0009,031063,2010,05,13,0.0,,Y
IDCJAC0009,031063,2010,05,14,0.0,,Y
IDCJAC0009,031063,2010,05,15,0.0,,Y
IDCJAC0009,031063,2010,05,16,0.0,,Y
IDCJAC0009,031063,2010,05,17,0.0,,Y
IDCJAC0009,031063,2010,05,18,0.0,,Y
IDCJAC0009,031063,2010,05,19,0.0,,Y
IDCJAC0009,031063,2010,05,20,0.0,,Y
IDCJAC0009,031063,2010,05,21,0.0,,Y
IDCJAC0009,031063,2010,05,22,0.0,,Y
IDCJAC0009,031063,2010,05,23,0.0,,Y
IDCJAC0009,031063,2010,05,24,0.0,,Y
IDCJAC0009,031063,2010,05,25,0.0,,Y
IDCJAC0009,031063,2010,05,26,0.0,,Y
IDCJAC0009,031063,2010,05,27,0.0,,Y
IDCJAC0009,031063,2010,05,28,0.0,,Y
IDCJAC0009,031063,2010,05,29,0.0,,Y
IDCJAC0009,031063,2010,05,30,0.0,,Y
IDCJAC0009,031063,2010,05,31,0.0,,Y
IDCJAC0009,031063,2010,06,01,0.0,,Y
IDCJAC0009,031063,2010,06,02,0.0,,Y
IDCJAC0009,031063,2010,06,03,0.0,,Y
IDCJAC0009,031063,2010,06,04,0.0,,Y
IDCJAC0009,031063,2010,06,05,0.0,,Y
IDCJAC0009,031063,2010,06,06,0.0,,Y
IDCJAC0009,031063,2010,06,07,0.0,,Y
IDCJAC0009,031063,2010,06,08,0.0,,Y
IDCJAC0009,031063,2010,06,09,0.0,,Y
IDCJAC0009,031063,2010,06,10,0.0,,Y
IDCJAC0009,031063,2010,06,11,0.0,,Y
IDCJAC0009,031063,2010,06,12,0.0,,Y
IDCJAC0009,031063,2010,06,13,0.0,,Y
IDCJAC0009,031063,2010,06,14,0.0,,Y
IDCJAC0009,031063,2010,06,15,0.0,,Y
IDCJAC0009,031063,2010,06,16,0.0,,Y
IDCJAC0009,031063,2010,06,17,2.8,1,Y
IDCJAC0009,031063,2010,06,18,0.0,,Y
IDCJAC0009,031063,2010,06,19,0.0,,Y
IDCJAC0009,031063,2010,06,20,0.0,,Y
IDCJAC0009,031063,2010,06,21,0.0,,Y
IDCJAC0009,031063,2010,06,22,0.0,,Y
IDCJAC0009,031063,2010,06,23,0.0,,Y
IDCJAC0009,031063,2010,06,24,0.0,,Y
IDCJAC0009,031063,2010,06,25,1.0,1,Y
IDCJAC0009,031063,2010,06,26,9.2,1,Y
IDCJAC0009,031063,2010,06,27,1.2,1,Y
IDCJAC0009,031063,2010,06,28,0.0,,Y
IDCJAC0009,031063,2010,06,29,0.0,,Y
IDCJAC0009,031063,2010,06,30,0.4,1,Y
IDCJAC0009,031063,2010,07,01,0.0,,Y
IDCJAC0009,031063,2010,07,02,1.8,1,Y
IDCJAC0009,031063,2010,07,03,0.0,,Y
IDCJAC0009,031063,2010,07,04,0.0,,Y
IDCJAC0009,031063,2010,07,05,2.4,1,Y
IDCJAC0009,031063,2010,07,06,2.2,1,Y
IDCJAC0009,031063,2010,07,07,0.0,,Y
IDCJAC0009,031063,2010,07,08,0.0,,Y
IDCJAC0009,031063,2010,07,09,0.0,,Y
IDCJAC0009,031063,2010,07,10,0.0,,Y
IDCJAC0009,031063,2010,07,11,0.0,,Y
IDCJAC0009,031063,2010,07,12,5.0,1,Y
IDCJAC0009,031063,2010,07,13,3.2,1,Y
IDCJAC0009,031063,2010,07,14,1.2,1,Y
IDCJAC0009,031063,2010,07,15,0.0,,Y
IDCJAC0009,031063,2010,07,16,0.0,,Y
IDCJAC0009,031063,2010,07,17,0.0,,Y
IDCJAC0009,031063,2010,07,18,0.0,,Y
IDCJAC0009,031063,2010,07,19,0.0,,Y
IDCJAC0009,031063,2010,07,20,0.0,,Y
IDCJAC0009,031063,2010,07,21,0.0,,Y
IDCJAC0009,031063,2010,07,22,0.0,,Y
IDCJAC0009,031063,2010,07,23,0.0,,Y
IDCJAC0009,031063,2010,07,24,6.0,1,Y
IDCJAC0009,031063,2010,07,25,1.2,1,Y
IDCJAC0009,031063,2010,07,26,10.4,1,Y
IDCJAC0009,031063,2010,07,27,4.8,1,Y
IDCJAC0009,031063,2010,07,28,0.0,,Y
IDCJAC0009,031063,2010,07,29,0.0,,Y
IDCJAC0009,031063,2010,07,30,0.0,,Y
IDCJAC0009,031063,2010,07,31,0.0,,Y
IDCJAC0009,031063,2010,08,01,0.0,,Y
IDCJAC0009,031063,2010,08,02,0.0,,Y
IDCJAC0009,031063,2010,08,03,0.0,,Y
IDCJAC0009,031063,2010,08,04,0.0,,Y
IDCJAC0009,031063,2010,08,05,0.0,,Y
IDCJAC0009,031063,2010,08,06,0.0,,Y
IDCJAC0009,031063,2010,08,07,0.0,,Y
IDCJAC0009,031063,2010,08,08,0.0,,Y
IDCJAC0009,031063,2010,08,09,0.0,,Y
IDCJAC0009,031063,2010,08,10,1.2,1,Y
IDCJAC0009,031063,2010,08,11,4.4,1,Y
IDCJAC0009,031063,2010,08,12,0.0,,Y
IDCJAC0009,031063,2010,08,13,0.0,,Y
IDCJAC0009,031063,2010,08,14,0.0,,Y
IDCJAC0009,031063,2010,08,15,0.0,,Y
IDCJAC0009,031063,2010,08,16,0.0,,Y
IDCJAC0009,031063,2010,08,17,0.0,,Y
IDCJAC0009,031063,2010,08,18,0.0,,Y
IDCJAC0009,031063,2010,08,19,0.0,,Y
IDCJAC0009,031063,2010,08,20,4.6,1,Y
IDCJAC0009,031063,2010,08,21,0.0,,Y
IDCJAC0009,031063,2010,08,22,0.0,,Y
IDCJAC0009,031063,2010,08,23,0.0,,Y
IDCJAC0009,031063,2010,08,24,0.0,,Y
IDCJAC0009,031063,2010,08,25,0.0,,Y
IDCJAC0009,031063,2010,08,26,0.0,,Y
IDCJAC0009,031063,2010,08,27,0.0,,Y
IDCJAC0009,031063,2010,08,28,0.0,,Y
IDCJAC0009,031063,2010,08,29,1.4,1,Y
IDCJAC0009,031063,2010,08,30,30.4,1,Y
IDCJAC0009,031063,2010,08,31,32.0,1,Y
IDCJAC0009,031063,2010,09,01,3.4,1,Y
IDCJAC0009,031063,2010,09,02,0.0,,Y
IDCJAC0009,031063,2010,09,03,0.0,,Y
IDCJAC0009,031063,2010,09,04,2.4,1,Y
IDCJAC0009,031063,2010,09,05,34.4,1,Y
IDCJAC0009,031063,2010,09,06,,,
IDCJAC0009,031063,2010,09,07,6.4,2,Y
IDCJAC0009,031063,2010,09,08,0.0,,Y
IDCJAC0009,031063,2010,09,09,0.0,,Y
IDCJAC0009,031063,2010,09,10,0.0,,Y
IDCJAC0009,031063,2010,09,11,0.0,,Y
IDCJAC0009,031063,2010,09,12,0.0,,Y
IDCJAC0009,031063,2010,09,13,2.6,1,Y
IDCJAC0009,031063,2010,09,14,3.0,1,Y
IDCJAC0009,031063,2010,09,15,0.0,,Y
IDCJAC0009,031063,2010,09,16,0.0,,Y
IDCJAC0009,031063,2010,09,17,0.0,,Y
IDCJAC0009,031063,2010,09,18,6.8,1,Y
IDCJAC0009,031063,2010,09,19,3.2,1,Y
IDCJAC0009,031063,2010,09,20,43.6,1,Y
IDCJAC0009,031063,2010,09,21,4.8,1,Y
IDCJAC0009,031063,2010,09,22,17.8,1,Y
IDCJAC0009,031063,2010,09,23,0.0,,Y
IDCJAC0009,031063,2010,09,24,0.0,,Y
IDCJAC0009,031063,2010,09,25,0.0,,Y
IDCJAC0009,031063,2010,09,26,0.0,,Y
IDCJAC0009,031063,2010,09,27,4.0,1,Y
IDCJAC0009,031063,2010,09,28,0.0,,Y
IDCJAC0009,031063,2010,09,29,8.6,1,Y
IDCJAC0009,031063,2010,09,30,0.0,,Y
IDCJAC0009,031063,2010,10,01,1.8,1,Y
IDCJAC0009,031063,2010,10,02,17.2,1,Y
IDCJAC0009,031063,2010,10,03,40.4,1,Y
IDCJAC0009,031063,2010,10,04,8.6,1,Y
IDCJAC0009,031063,2010,10,05,0.0,,Y
IDCJAC0009,031063,2010,10,06,6.0,1,Y
IDCJAC0009,031063,2010,10,07,11.0,1,Y
IDCJAC0009,031063,2010,10,08,2.6,1,Y
IDCJAC0009,031063,2010,10,09,23.0,1,Y
IDCJAC0009,031063,2010,10,10,13.8,1,Y
IDCJAC0009,031063,2010,10,11,3.6,1,Y
IDCJAC0009,031063,2010,10,12,0.8,1,Y
IDCJAC0009,031063,2010,10,13,0.0,,Y
IDCJAC0009,031063,2010,10,14,29.8,1,Y
IDCJAC0009,031063,2010,10,15,19.0,1,Y
IDCJAC0009,031063,2010,10,16,3.0,1,Y
IDCJAC0009,031063,2010,10,17,14.2,1,Y
IDCJAC0009,031063,2010,10,18,0.0,,Y
IDCJAC0009,031063,2010,10,19,0.0,,Y
IDCJAC0009,031063,2010,10,20,0.0,,Y
IDCJAC0009,031063,2010,10,21,16.6,1,Y
IDCJAC0009,031063,2010,10,22,36.2,1,Y
IDCJAC0009,031063,2010,10,23,7.4,1,Y
IDCJAC0009,031063,2010,10,24,0.0,,Y
IDCJAC0009,031063,2010,10,25,0.0,,Y
IDCJAC0009,031063,2010,10,26,0.0,,Y
IDCJAC0009,031063,2010,10,27,0.0,,Y
IDCJAC0009,031063,2010,10,28,0.0,,Y
IDCJAC0009,031063,2010,10,29,0.0,,Y
IDCJAC0009,031063,2010,10,30,0.0,,Y
IDCJAC0009,031063,2010,10,31,0.0,,Y
IDCJAC0009,031063,2010,11,01,0.0,,Y
IDCJAC0009,031063,2010,11,02,0.0,,Y
IDCJAC0009,031063,2010,11,03,1.0,1,Y
IDCJAC0009,031063,2010,11,04,3.4,1,Y
IDCJAC0009,031063,2010,11,05,0.0,,Y
IDCJAC0009,031063,2010,11,06,0.0,,Y
IDCJAC0009,031063,2010,11,07,0.0,,Y
IDCJAC0009,031063,2010,11,08,1.6,1,Y
IDCJAC0009,031063,2010,11,09,0.0,,Y
IDCJAC0009,031063,2010,11,10,0.0,,Y
IDCJAC0009,031063,2010,11,11,0.0,,Y
IDCJAC0009,031063,2010,11,12,0.0,,Y
IDCJAC0009,031063,2010,11,13,2.4,1,Y
IDCJAC0009,031063,2010,11,14,0.0,,Y
IDCJAC0009,031063,2010,11,15,5.8,1,Y
IDCJAC0009,031063,2010,11,16,0.0,,Y
IDCJAC0009,031063,2010,11,17,5.6,1,Y
IDCJAC0009,031063,2010,11,18,2.4,1,Y
IDCJAC0009,031063,2010,11,19,2.8,1,Y
IDCJAC0009,031063,2010,11,20,19.6,1,Y
IDCJAC0009,031063,2010,11,21,17.0,1,Y
IDCJAC0009,031063,2010,11,22,0.0,,Y
IDCJAC0009,031063,2010,11,23,2.2,1,Y
IDCJAC0009,031063,2010,11,24,27.4,1,Y
IDCJAC0009,031063,2010,11,25,57.6,1,Y
IDCJAC0009,031063,2010,11,26,27.4,1,Y
IDCJAC0009,031063,2010,11,27,40.8,1,Y
IDCJAC0009,031063,2010,11,28,0.0,,Y
IDCJAC0009,031063,2010,11,29,7.0,1,Y
IDCJAC0009,031063,2010,11,30,43.8,1,Y
IDCJAC0009,031063,2010,12,01,0.0,,Y
IDCJAC0009,031063,2010,12,02,0.0,,Y
IDCJAC0009,031063,2010,12,03,0.0,,Y
IDCJAC0009,031063,2010,12,04,0.0,,Y
IDCJAC0009,031063,2010,12,05,0.0,,Y
IDCJAC0009,031063,2010,12,06,0.0,,Y
IDCJAC0009,031063,2010,12,07,0.0,,Y
IDCJAC0009,031063,2010,12,08,0.0,,Y
IDCJAC0009,031063,2010,12,09,13.4,1,Y
IDCJAC0009,031063,2010,12,10,3.8,1,Y
IDCJAC0009,031063,2010,12,11,0.0,,Y
IDCJAC0009,031063,2010,12,12,3.4,1,Y
IDCJAC0009,031063,2010,12,13,61.6,1,Y
IDCJAC0009,031063,2010,12,14,15.6,1,Y
IDCJAC0009,031063,2010,12,15,18.4,1,Y
IDCJAC0009,031063,2010,12,16,0.0,,Y
IDCJAC0009,031063,2010,12,17,0.0,,Y
IDCJAC0009,031063,2010,12,18,0.0,,Y
IDCJAC0009,031063,2010,12,19,7.2,1,Y
IDCJAC0009,031063,2010,12,20,2.0,1,Y
IDCJAC0009,031063,2010,12,21,9.2,1,Y
IDCJAC0009,031063,2010,12,22,9.4,1,Y
IDCJAC0009,031063,2010,12,23,86.4,1,Y
IDCJAC0009,031063,2010,12,24,7.4,1,Y
IDCJAC0009,031063,2010,12,25,101.6,1,Y
IDCJAC0009,031063,2010,12,26,22.6,1,Y
IDCJAC0009,031063,2010,12,27,60.2,1,Y
IDCJAC0009,031063,2010,12,28,16.2,1,Y
IDCJAC0009,031063,2010,12,29,0.6,1,Y
IDCJAC0009,031063,2010,12,30,7.4,1,Y
IDCJAC0009,031063,2010,12,31,0.0,,Y
IDCJAC0009,031063,2011,01,01,28.2,1,Y
IDCJAC0009,031063,2011,01,02,91.0,1,Y
IDCJAC0009,031063,2011,01,03,1.8,1,Y
IDCJAC0009,031063,2011,01,04,5.8,1,Y
IDCJAC0009,031063,2011,01,05,6.8,1,Y
IDCJAC0009,031063,2011,01,06,0.0,,Y
IDCJAC0009,031063,2011,01,07,22.2,1,Y
IDCJAC0009,031063,2011,01,08,0.6,1,Y
IDCJAC0009,031063,2011,01,09,0.0,,Y
IDCJAC0009,031063,2011,01,10,28.8,1,Y
IDCJAC0009,031063,2011,01,11,0.0,,Y
